text,stars,sentiment
Yumuşak bir formada olması sürümü renk yönü çok güzel kokusu ve dudakdaki tat hissi kötü dudakda ağırlık hissi oluyor katman gibi tabakası yapısı kalın kalıcılığı hiç yok bulaşıyor dağılıyor sürekli rütuş yapmak gerekiyor tazelemem lazım ruju,2,Negatif
kokusu ve kalıcılık kötü dudağımda değişik bi yağlı hiss bıraktırdı daha önce de bu markanın farklı ürünlerini denemiştim o zamanda pişman olmuştum açım mümkünse sadece parfüm yapsın onun dışında hala kötü ürünler yapıyor,2,Negatif
"Ürünün rengi gayet güzel, fiyatınında bu markanın diğer ürünleri gibi makul olduğunu düşünüyorum ama kokusu ve sürüm kolaylığı üzerinde çalışılmalı. Halihazırda kullandığım rujlarımın yerini asla tutamaz",2,Negatif
Ben beğenmedim çünkü parlak rujları daha çok seviyorum.Mat ruj sevenler belki beğenip memnun kalabilirler.Ama genel olarak Avonu değerlendirirsem Avon güzel ve kaliteli ürünler üreten bir marka,2,Negatif
Kokusunu gerçekten hiç sevmedim 2 dakika bile duramadım rujla hemen sildim kokusuna dayanamadım. Sürüşü kolay sadece o konuda güzel ama başka  bir tarafını sevemedim ..,2,Negatif
Ürün aşırı hafif dige markalarında mat rujunu kullandım ama onlar gibi belirgin bir rengi yok aslında çok sevdiğim bir tondu ama Avon yapamamış,2,Negatif
Sürüldüğünde renk tonu çok soluk kokusu güzel değil kalın bir yapısı var  ve yine sürüldüğünde çok kuru parça parça oluyor sevmedim,2,Negatif
"Zaten bu ruja sahiptim, bu sebeple uzun vadeli görüşlerimi bildirebilirim. Çok tarzım olmasa da bu rengin de elimde bulunması için almıştım, herkese yakışabilecek joker bir rengi var. Lakin bana göre bundan başka olumlu özelliği de yok. Ultra mat olduğu için dudaklarımı çöle çeviriyor, altına sağlam bir lipbalm sürünce de ruj renk vermiyor. Korkunç bir hissi var. Çok kuru olduğu için bir süre sonra çirkin de durmaya başlıyor, kalıcılık özelliğini anlamsızlaştırıyor. Sürekli silip baştan sürmem gerekiyorsa kalıcı olmasının bir anlamı olduğunu düşünmüyorum.",3,Negatif
Günlük ruj süren biri olarak şunu söyleyebilirimki renk mükemmel. Esmer tene harika yakışıyor. Ürünün sürülmesi dokusu da çok güzel ve rahat. Birkaç dakika içerisinde kuruyor ve rahatça bulaşma derdi olmadan birşeyler içebiliyorsunuz. Ürünün tek kötü yanı kalıcılık süresi maalesef. Bir saat içerisinde silinmeye başlıyor. Ben gün içerisinde ruj tazelemeyi sevmediğim için tercih edemeyeceğim bir ürün ancak fiyat performans olarak değerlendirildiğinde ürün başaralı.,3,Pozitif
Avon marka ürünler cok sık kullandığım ürünler acıkcası.bana tester gelen rujun rengi cok cok güzel tam olarak böyle bir renge ihtiyacım vardı fakat ben genel olarak kuru bir cilde sahip bir insanım.dudaklarımı aşırı kuruttu çatlak görüntüsü oldu pek sevemedim.kalıcılıgına gelirsek makyaj suyuyla temizledim öyle çıktı renk ve kalıcılık okey ama benim için daha nemli yada lipglos tarzı ürünler daha iyi oluyor,3,Negatif
"Ürünün kalıcılığı çok iyi, mat ruj olmasına rağmen dudakta bir kuruluk ya da çizgilere toplanma da yapmıyor. Ancak rengi sıcak alt tonlu olduğu için dişleri sarı gösteriyor. Eğer soğuk alt tonlu bir renk olsaydı tercih edebilirdim ancak bu rengi kullanamam. Eğer soğuk alt tonlu renk seçenekleri varsa tercih edebilirim çünkü yapısı ve kalıcılığı güzel.",3,Pozitif
Aşırı koyu rengi var. Dudakta sürerken ürün dudağınızda kolayca sürülmüyor yani kayganlıgı bence çok yok. Rujların içinde biraz da kremsi bür kıvam ve dudağı hafif nemlendirme olmalı diye düşünüyorum. Bu ruj dudagımda eğreti kaldı. Hem renk olarak hem de sürdükten sonraki kendini gösterme olarak. Begenmedim alıp kullanacagım bir ürün değil maalesef.,3,Negatif
Ürünün rengini çok beğendim. Yapısını ve sürümünün kolaylığını beğendim. Kiremit kahve bir rengi var ve dudakta asla kuru kuru durmuyor. Mat bir ruj olmasına rağmen dudağı da kurutmuyor. Kokusunu beğenmedim. Bir de malesef kalıcı bir ruj değil. Sürekli tazelemek gerekiyor.,3,Pozitif
"Ben rujda canlı renkler seviyorum.Kırmızı,koyu pembe vs gibi.Yanlış görmediysem ürnün iddiası herkese yakışan bir renk olması bu kesinlikle doğru çünkü asla belli olmuyor.Yani ruj olduğu fark edilmiyor nerdeyse.Sürümü kolay ama kalıcılığı yok.Beğenemedim",3,Negatif
"Rengi güzel, klasik bir nude. Tabii ten ve dudak renginize göre değişiyor. Kalıcılık konusunda başarılı değil. Muadil olabilecek çok fazla marka var. Sürümü kolay ve kadifemsi bir yapısı var. Ancak satın alacağım bir ürün olmaz. Dudağı biraz kurutuyor.",3,Negatif
Sürümü gayet güzel ama kalıcılığı çok az yani bişey yiyip içerken muhtemel silinecektir günlük sürekli tazelenebilir bir ruj rengi gayet günlük ve doğal ben sevdim. Dudakta sürüldükten sonra gayet hafif yokmuş gibi çok doğal bi yapısı var alınır.,3,Pozitif
Ürünün yapısı (doku ve kalıcılık açısından) hakkında olumsuz bir şey söyleyemem gayet güzeldi. Ama rengini pek beğenmedim ben benim cilt tipime pek uygun değil daha doğrusu ama aynı ürünün başkaca bir rengini elbette tercih eder satın alırım,3,Pozitif
"Ürünün rengi inanılmaz güzel, ten rengimle uyumu harika oldu. Doğal bir kahve. Kahverengi olup da dudakta nude ton etkisi yaratması şaşırttı. Sürümü inanılmaz kolay. Dudak üstünde mat ruj olmasına rağmen kurutma yapmadan akıyor gibi bir his yaratıyor sürerken.Kadifemsi bir his bırakıyor diyebiliriz. Tek kötü yanı kissproof olmaması. Bardakta, pipette iz bırakıyor. Onun dışında kesinlike tercih edilecek bir ruj. Hemen büyük boyunu satın alacağım.",4,Pozitif
Avon ürünlerini daha önceden de çok kullanmış ve memnun kalmış birisiyim fakat bu gelen ruj için çok olumlu yorum yapamayacağım evet rengi dokusu uygulaması çok kolay ama kalıcığı yok malesef bir zaman sonra dudakta yapış yapış hissi ve dudağın iç kısmına doğru pütürleşmesi hoş görüntü sağlamadı rengide çok yoğun değil malesef o kadar sürmeme rağmen dudak rengi ara ara gözüküyordu . Severek kullandım evet ama tavsiye eder miyim malesef hayır .,4,Negatif
"Sürülmesi kolay, dudağı nemlendirmesi güzel fakat kalıcılığı için aynı şeyleri söyleyemeyeceğim... Bir ruj da olması gereken en önemli özellik bence kalıcılık. Ruju sürdükten sonra bir şeyler yiyip içerseniz illaki tazelemeniz gerekiyor. Yine de rujun renginin güzelliği insanı cezbediyor gerçekten çok güzel bir rengi var ❤️ her tene yakışacak tonda, favori renklerimden biri oldu bile 🌺",4,Pozitif
Yıllar önce avonun bu rengi bir efsaneydi. Herkes alır kullanırdı o zamanlar kahverengi alt tonlu rujlar modaydı. Sanırım rengi biraz daha doğala yakın hale getirilmiş dudaktaki duruşunu çok beğendim. Pütürlenmiyor ve çok bulaşma yapmıyor. Diğer markalara göre bu özelliği oldukça iyiydi. Kalıcılığı ultra iyiydi diyemem ama zaten böyle bir vaadi de yok. Güzel bir ürün. Kullanılabilir.,4,Pozitif
"Ben mat rujları sevmem ve kullanmam normalde,  renk olarak sevdiğim bi renk . Kolay sürümü var ve dudağınızda mat rujların verdiği gerilme hissini yaşatmıyor,  hem mat bi ruj aynı zamanda da kremsi bir formu var, kalıcılık olarak çok uzun süre kalıcı diyemeyiz ama mat yapısından dolayı saten bitişli rujlara oranla daha kalıcı olduğunu söyleyebilirim.",4,Pozitif
Öncelikle bir tester bu kadar tatlı olmamalı 😍 renk tonu çok ideal her tene uyun bir renk bence nemli dudağıma kolayca sürdüm ve sonrasında kuruma hissetmedim. Kalıcılığı güzel. Avon markasının bir rujunu zaten Türkiye’de kullanmayan bir kadın yoktur bence. Fiyatını bilmiyorum ama marka olarak her bütçeye hitap ettiği için bence alınıp kullanılır.,4,Pozitif
Sürümü cok kolay ve rahat dudaklarimda catlaklar vardi ve surunce kotu gozukur diye dusunmustum ama okadar guzel bi formu varki catlaklari toparladi catlaklarin aralarina dolmadi ve sıradan rujlar gibi agirlik hissi vermedi cok rahat bi kullanim var cok begendim ayrica rengin guzelligi de super ama kalıcılığı uzun degil ara ara yenilemek gerekiyor,4,Pozitif
"Rujun dokusu yumuşak olduğu İçin sürümü kolaydı tester boy olması biraz zorlaştırdı sadece. Renk olarak koyu ile normal arasında kaldı bence dudak alt yapısı tonu bunu etkileyebilir tabi. Kalıcılığı çok çok uzun değil normal yeme içmenize göre süre uzun olacaktır.
Tavsiye eder deneme boy dışında normal boy alıp kullanıma şans verilebilir ☺️",4,Pozitif
"4 veya 5 kez rahatlıkla kullanılabılır boyutta, deneme boyu geldi. ürün rengi bana göre koyu ama rengi fena değildi.  sürümü kolay topaklanma yapmadı çok çok kalıcı değildi ama bir çok markaya göre iyiydi. iki kez kullandım biri denemek biri de dısarı cıkarken , beni 2 saat idare etti diyebilirm",4,Pozitif
"Ürünün sürülmesi kolay gayet kadifemsi. Mat olmasına ragmen dudakları kurutmuyor. Rengi biraz koyu, koyu renk tenlilere daha çok yakışacağını düşünüyorum. Çok açık tenli olduğum ve dudak rengim kırmızı olduğu için bende bir hayli koyu durdu. Bu ürün olmasa da diğer renklerine şans verebilirim.",4,Pozitif
Yılların zirvesi bence Avon. Herkesin bildiği yıllardır tanınan ve piyasada olan bir marka. Daha önce birçok marka yokken herkesin tek tercihi olan en kaliteli ürünler avon'daydı hala da öyle. Ben de yıllar önce staj zamanlarımda bir katalogda görmüştüm Marvellous Mocha'yı. Tabii o zamanlar kimse bu rengini bilmiyor. Denemek şans vermek adına kullandığım bir üründü. Yaklaşık 6 sene oluyor stajını bitireli ve hala aynı tonu kullanıyorum ki bu sene çok tap olmuş bir renk Marvellous Mocha. Yıllardır kullanırım bittikçe de alırım çok az kalmıştı gelmesi gerçekten beni çok mutlu etti hala aynı renk hala aynı güzellik hala aynı kadifemsilik ve aynı kalıcılık vardı. Kutusu ambalajı ile kokusuyla asla rahatsız etmeyen bir üründür ve bu serinin sadece bu rengini kullanırım yıllardır ve hep de beni memnun etmiştir. Benim gibi açık tenli sarı saçlılara keza esmerlere ve diğer bütün saç ve cilt renklerine kolaylıkla uyum sağlayacak bir renk. Ama kesinlikle saçı sarı olan ve esmer olanlara  tavsiyemdir dudakta o kadar güzel duruyor ki o saçlarla ahengi falan muhteşem oluyor alın aldırın derim. Kalıcılığı kokusu yapısı ve diğer bütün özelliği ile muhteşem bir ruj diğer markalara pahalı pahalı çok yüksek meblağlar verilerek alınan belki rujlarla aynı kalitede diyebilirim. En sevdiğim artısı da isterseniz özel bir yere gidin isterseniz günlük her şeyi çok çabuk uyum sağlayan siyahlığa pembeyle gri ile yani her şeyin her makyaja gidebilecek bir renk teşekkürler Avon,5,Pozitif
Renk konusuna girmeyeceğim tanikide ama benim için uygun bı renkti ben bu tonları seviyorum tamda düğün öncesi güzel denk geldi. Sürüşü kolsy tek seferde sürebilirsin ve hemen rengini geciriyo ikinci kata ihtiyaç duymuyosun. Dudağında bı kalip hissi yaratmiyo hatta varlığını nerdeyse hissetmiyosun iki iki yıldır maskeden dolayı parlatıcı bile surmemisken iyice garip gelmesi gerekiyodu ama hiç rahatsız hissetmedim uzun süre kalıcı 7 gibi makyajımı yaptım düğüne gittik birşeyler içtim yedim ona rağmen akşam 12 de eve geldiğimizde hala duruyodu.,5,Pozitif
Avonla lise yıllarımda tanışmıştım her kız makyaja o zamanlar avonla başlardı :)  ellerimizde katalogla dolaşırdık tekrar görmek sevindirdi. Ten rengime uygun ruj bulamıyordum ya çok açık yada çok koyu kalıyordu hem matligindan hemde renginden çok memnun kaldım. Dokusu yumuşacık ağırlık yapmıyor yapış yapış bı hissiyat vermiyor puturlenme olmuyor. Uygulaması çok kolay içindeki yağlardan olsa gerek dudağı kurutmuyor. Ben dudak kalemiyle birlikte kullanıyorum :) Günlük kullanıma uygun kalıcılık için bir iki kez tekrarlanabilir.,5,Pozitif
"Ürün yumuşak bir dokuya sahipti. Sürerken sanki kendiliğinden akıp gidiyor gibi olup uygulaması aşırı kolay geldi. Dudakta yapışma, kuruma gibi bir his yaratmadı. Ne nemli bir yapıda olup ıslak bir görüntü verdi ne de aşırı kuru bir yapıda olup Pütürge bir his yapmadı. Dokusu, nemlilik oranı, yumuşaklığı çok kararında bir ürün. Mat duruşu ve rengiyle sade ve güzel bir ürün. Günlük kullanıma uygun bir ürün olmuş bana göre. Genel olarak çok beğendiğim bir ürün oldu. Denemekten keyif aldım ve satın almayı düşüneceğim bir ürün.",5,Pozitif
"Bu ürün, denemek istediğim bir üründü. Avon rujlarının kalıcığını çok beğenmem, bu yüzden almayı tercih etmemiştim. Rujun rengi çok güzel, kahve alt tonlu nude diyebilirim. Her kombine yakışıyor. Günlük kıyafetlerle sade duruyor, şık bir kombin yaptığınızda ise gayet hoş duruyor. Uygularken dudakta kayıyor, pütürtülü durmuyor, şekli sayesinde de dudağın dışına taşmıyor. Kalıcılığı korktuğum gibi değildi yemek yedikten sonra bile duruyordu. Şimdiden büyük boyunu sipariş verdim, heyecanla bekliyorum.",5,Pozitif
"Aradığım ruj diyebilirim. Rengi o kadar doğal ki, rahat sürülmesi ekstra rahat. Geldiği günden beri vazgeçilmez rujum oldu diyebilirim. Gece, gündüz makyajlarıyla o kadar uyumlu ve güzel ki. Dudakta duruşuda çok iyi. Kabuklanma olmuyo asla. Ya çok ödüm belki yalandır diye düşünenler olabilir ama gerçekten ruj kullanmayı çok seven ama aradığı ruju bulamayan biri olarak söyleyebilirim. Bu ruj çantamdan hiç düşürmeyeceğim ve sürekli kullanacağım favori rujum oldu.",5,Pozitif
Avon ürünlerini daha öncesinde de şimdi de kullanan birisi olarak bu ruju çok beğendim. Hem dudaklarda kuru bir yapı görünümünü sonlandırıyor hem de oldukça güzel ve kolay sürülüyor. Kalıcılığı desen bir o kadar uzun. Ayrıca bu tonları sürekli tercih eden birisi olarak bından sonra ki alışverişlerim de alabileceğim bir ton ve ruj markası. Sizlerde hiç düşünmeden alabilir ve deneyebilirsiniz. Oldukça memnun kalacağınıza eminim.,5,Pozitif
Daha önce Avon'un parfümlerini kullanmıştım keşke ruj da alsaymışım. şırı güzel. Hafif ve tatlı bir kokusu var. Yapısı mat olsa da yumuşak olduğu için çok kolay sürdüm ucunu verilen şekil dudak kenarlarına taşırmamayı sağlıyor. Kalıcılığı orta-iyi seviyede. Renk tonu çok güzel  ve dudaklarımı kurutmadı. Ağırlık hissetmedim gün boyunca. Bu güzel ruju keşfedilme şansım olduğu için Denebunu'ya çok teşekkür ediyorum,5,Pozitif
Rengineeee ba yıl dımmmmmm.  Ürünün tester boy olmamasını çok isterdim çünkü renge bayıldım.  Benim gibi kumral tenli birisi iseniz kesinlikle almalı kullanmalısınız. Kalıcılık olacakta çok memnun kaldım. Kutum gelir gelmez ilk denediğim Ürün oldu ve dener denemez gözlerim parladı . Rujdan bir sürü stok yapacağıma eminim. Teşekkür ederim deneme fırsatı verdiğiniz için çok çok çok beğendim.,5,Pozitif
"Daha önce mat ruj denememiştim. Şu ana kadar aldığım en en güzel ruj hem yapı olarak yumuşacık kalıcılığı da gayet iyi rengi mükkeemmel herkesin beğeneceği bir ton. Ayrıca çok kolay şekilde sürülüyor.rengi açık tonlarda olduğundan beyaz tenli kişilerin rahatlıkla tercih edebileceğini söyleyebilirim. Yalnız gün boyu kalıcı olmasını beklemeyin,sık sık tazelemek gerekiyor.",5,Pozitif
Maybelline markasının bir çok ürününü kullanıyorum. Çoğu makyaj ürünümü de maybelline markasından tercih ediyorum. Fakat bu maskara benim için hayal kırıklığı oldu. Yukarıda hangi özelliğinden memnun kaldın diye soruldu uzunluk işaretledim. Fakat memnun kalmadım seçeneği olsaydı onu işaretlerdim. Eğer uzun ve dolgun kirpik seviyorsanız tavsiye etmem.,1,Negatif
"Benim kirpiklerim kısa ve hacimsiz . Kullandım üst üste sürmeme rağmen hiç bir etkisi olmadı. Ne hacim ne dolgun kirpik . Benim kirpik yapima sahip olanlara , Tavsiye etmiyorum.Bu marka nin başka maskaraları var onları tavsiye ederim. Sadece kolay temizleniyor ve bilindik bir marka olması ilgimi cekti.",1,Negatif
"ürünün tek avantajı fırçasının büyüklüğü. onun haricinde hacim vermedi, kirpiklerimi uzatmadı. zaten içinde ürün yok gibi bir şeydi. fırçaya gelen pek bir şey yoktu. 2 kat sürmeme rağmen",1,Negatif
Markanın farklı bir ürününü kullanıyorum   The colossal beklentimi karşılamadı tek tek ayırma sağlamamakta ve verdiği hacim çok çok yetersiz. Defalarca üstünden geçmek gerekiyor.,1,Negatif
"Şahsen kısa ve az bir kirpiğe sahibim , fırçası bana göre değil ve gün içinde parçalanarak kirpikten dökülme yaptı. Ve hacmi diğer maskaralara göre pek de farklı değildi .",1,Negatif
Kirpiklerimi uzatmasına karşın çok ince gösterdi. Böyle yokmuş gibiydi gözümde. Siyahlık gözükmüyordu bile. Sanki kirpik kıvırtıcı ile yapmış gibiydim. Hiç beğenmedim,1,Negatif
kıl fırça olduğundan dolayı hacim vermesinden hiç memnun kalmadım. Ayrıca kirpikleri de birbirine yapıştırıyor. kesinlikle tavsiye etmem,1,Negatif
"O kadar kötü bi maskaraki sıfır etki, ne hacim verdi nede uzattı, çöpe atmak istiyorum o derece kötü. Bir daha asla almam",1,Negatif
Ürünü sevmedim. Ne kipriklerimi uzattı ne de hacim verdi. Şimdiye kadar kullandığım en başarısız maybelline ürünüydü,1,Negatif
Hic  suruldugu bile belli degil kirpikleri asla hacimlendirmiyor uzatmiyor sadece boyuyor okadar. Begenmedim,1,Negatif
Uygun fiyatlı ürünler arasında performansı çok kötü sayılmasa da bu üründen fiyatı çok az yüksek fakat performansı çok çok daha iyi rimeller kullandım. İlk katta verdiği hacmin de uzunluğun da yetersiz olduğunu düşünüyorum. İlk katın üstüne sürmek de sadece bu mascara için değil marka farketmeksizin topaklanma kirpiklerin birleşmesi gibi sonuçlar ortaya çıkarıyor. Bu nedenle üründen memnun kaldığımı söyleyemem ancak benim fazla belirgin kirpik sevmemden kaynaklı bu kanaate ulaşmış olma ihtimalim de yüksek :),2,Negatif
Tek yaptığı şey kirpiklere biraz uzunluk vermesi bu da satın almak için yeterli bir etki değil. Onun verdiği etkiyi diğer maskaralarda veriyor ayrıca daha hacimli ve daha gösterişli kirpiklere olanak sağlıyorlar. Sevmedim. Yeterince koyu siyah kirpikler yaratmıyor. Badem yağı kokusuda ayrıca kötü. Tüm gün o kokuyu duyuyorsunuz. Beklentimi karşılamadı.  Ben maybelline’nin  lash sensational black maskarasını kullanıyorum ve vazgeçilmezim olduğuna bir kez daha kanaat getirdim.,2,Negatif
Ürün piyasadaki pekçok ürüne kıyasla performansını başarılı buldum. Ancak paketlemisi gerçekten çok kötü. Sarı ve nerdeyse fosforlu tombul bir maskarayı yanımda taşımak istemem. Sadece evden çıkmadan önce kullanılan rötuş olarak farklı ürün tercih etmemi sağlayan bir ürün.  Fiyat performans olarak başarılı olsada paketleme konusunda ki başarısızlığı farklı markalardan benzer fiyatlarda daha iyi ürünleri tercih etmeme sebep oldu.,2,Negatif
"Hacim, dolgunluk , uzunluk hiç bir olumlu etkisini görmedim. Markanın diğer ürünlerinin çok altında bir ürün sanki suyla kirpiklerimi ıslatıyormuş gibi sadece renk veriyor. 1 değil 2 puan verme sebebim kolay çıkan bir ürün olmasından kaynaklı. Hiç etki görmediğim için defalarca kat kat sürmek zorunda kalıyorum fakat yinede kolay cıkıyor.",2,Negatif
"Yapısı çok ince ve ıslak, sürdükten sonra kuruması uzun sürdü. Dökülme ve topaklanma yapmıyor. Yoğunluk, hacim, uzunluk vermiyor. Fırçası çok büyük olduğu için kullanışsız; bu yüzden göz kapağıma, iç kısma, dış köşelere bulaştı. Kirpiklerimin kıvrıklığını tutmadı ancak kirpiklerim çok yumuşak ve esnek.",2,Negatif
baska bir markanın ürününü kullanıyorum ancak bu ürün icin cok fazla olumlu yorum duydum ve okudum. gunluk olarak fazla makyaj yapmam bu nedenle kirpiklerim onem tasıyor. 1 kere kullandım ve bekledigim etkiyi alamadım. kirpiklerim uzun ancak kıvrık degil. kıvırması ve hacimi benim icin basarısız oldu.,2,Negatif
"Bu ürünü kullanmadan önce beklentilerim yüksekti fakat benim beklentilerimi karşılayamadı, günlük hayatta uzun ve belirgin kirpik sevdiğimden dolayı ürünün verdiği hacim ve uzunluk benim için yetersizdi. Günlük, doğal makyaj sevenler için güzel bir alternatif olacağını düşünüyorum.",2,Negatif
"Sık ve kısa kirpiklere sahibim, benim kirpiklerim için uygun bir maskara değildi. Dolgunluk veriyor ama benim asıl ihtiyacım olan uzatma ve kaldırma gibi beklentilerimi karşılamadı. Kirpik kıvırıcı eşliğinde kullanırım fakat tek başına yeterli bir maskara değil.",2,Negatif
Ürünü pek beğenmedim. Kıl fırça yapısına sahip. Kirpikleri güzel tarıyor ancak uzatma veya dolgunlaştırma yapmıyor. Çok doğal bir görünümü var. Makyajsız gibi dışarı çıkmak istiyorsanız ideal. Fakat benim için kirpikler çok önemli ve beklentimi karşılamadı.,2,Negatif
Bu üründen önce devamlı maskaram  lash sessetional dı. Bu üründen onun gibi özellikler bekledim ama maalesef istediğim hacmi vermedi bu maskaranın daha çok hafif doğal duran makyajlara uygun olduğunu düşünüyorum. Daha az belirgin makyaj isteyenlere göre.,2,Negatif
"Doğal bir görünüm verdi, fırcası gayet güzel. Günlük yaşamda kullanılır cok hafif bir maskara (hafif doğru tabir mi bilmiyorum ama şey işte uzatıp aşırı bir renk vermedi tek kat sürünce). Topak yapmadı kesinlikle o acıdan da iyi. Yalnız bende göz alerjisi var ve gözlerim sürekli sulanıyor sizde de varsa tavsiye etmem hemen akıyor. Su ile yıkarak artı bir makyaj temizleyici kullanmanıza gerek kalmadan temizleyebilirsiniz bu yönden iyi çünkü diğer maskaralar gibi ne kadar temizlesekte göz altında hafif bir kararı bırakmıyor.",3,Pozitif
Maybelline'e ait birçok farklı maskara kullandım bugüne kadar. Genel olarak da memnun kaldığım bir marka. Ancak kullandığım bu modeli beklentimi tam olarak karşılayamadı maalesef. Kirpiklerde hiç topaklanmaya sebep olmuyor ve tek tek ayırıyor bu çok güzel bir özellik ancak yeterli uzatma ve hacim verme konusunda benim açımdan yetersiz kaldığını düşünüyorum. Üst üste yoğun bir şekilde sürmeme rağmen kirpiklerimde istediğim hacim seviyesine ulaşamadım.,3,Negatif
"Bu ürünü denemeden önce baya bi yorumları okumuştum ve herkes çok memnundu bu da beklentilerimi yükseltmişti. Ürün beklentimi karşılayamadı. Toparlanmaması, bulaşmaması ve dökülme yapmaması iyi özellikleri ama bu ürünü tekrardan almam için yeterli değil. Fiyat performans açısından da yetersiz. 80 liralık bir maskaranın daha iyi olmasını beklerdim. Çok fazla kat sürmeme rağmen asla istediğim gibi güzel olamadı.",3,Negatif
"Hep görüp duyduğum hiç denemediğim bir üründü. Denedim, beğendim, hafif makyajla günlük kullanılabilir. Ama benim halihazırda kullandığım maskaralara yakın bir performans göstermediği için -hem hacim hem uzatma hem de büyük fırçası nedeniyle benim uygulama alışkanlığıma göre zor sürme- en azından yakın zamanda satın almayı düşünmüyorum. Genel olarak fiyat/performans oranı yüksek bi ürün.",3,Pozitif
Ürün kıl fırçaya sahip. Tam bir no make up maskara. Hacim veriyor ama belli belirsiz bir hacim. Yeteri kadar uzatmıyor. Sürmesi zor değildi ve ikinci kat da rahat sürülüyordu. Yine de bir maskaradan beklediğim uzunluk etkisini alamadım. Belki bakım yapıyor olabilir ama onun için de uzun süre kullanmak gerekli. Bu minik etkiyi daha uygun fiyatlı bir maskaradan da kolaylıkla alabilirim.,3,Negatif
Urunun kapagini actiktan sonra ilk hissettigim kokusuydu ve pek de urunu kullanmaya tesvik etmiyordu. Firca yapisi guzel olsa da ilk uygulama da verdigi hacim yetersizdi. Bu yuzden 2. Kat gerektiriyor. Kirpikleri kivrik ve uzun biri oldugum icin bana standart bi urun olarak geldi. bence zayıf kirpikli birinde ayni basariyi gostermeyebilir.,3,Negatif
"Günlük makyajda tercih edebileceğim bir ürün, topaklanma yapmıyor. Fakat  2. katı sürerken kirpikler birleşiyor. Kirpiklerim uzun fakat açık renkli olduğu için belli olmuyordu. Ürünü kullandıktan sonra gözlerimi ve kirpiklerimi belirginleştirdi. Göz altına dökülme yapmıyor. Kötü bir ürün asla değil ama daha etkili maskaralar da var bence.",3,Pozitif
Ürün uygun fiyatlı kategoride gayet güzel ve başarılı fakat benim gözlerimde hiçbir maskara durmuyor. Nerdeyse hepsi akıyor birkaç tane akmayan ürün var ve ne yazık ki bunlar çok uygun fiyatlı ürünler olmuyor bu yüzden tercih etmem ama gözleri çok yağlanmayan ve maskaralar akmıyor gözümden diyen bireyler için gayet başarılı bir ürün.,3,Pozitif
Merhaba denebunu.com ailesi.. Öncelikle exclusive kutunuza hayran kaldım. Düşünmeden alabileceğim bir kutuydu. Maskara kıvrım açısından başarılı fakat uzatma ve dolgunluk açısından sınıfı geçemedi ne yazıkki. İki rimel ile karıştırılarak kullanıyorum. En başarılı özelliği ise sadece o olduğunda gözümde asla gözü yormuyor.,3,Pozitif
"İnce ve ayrık kıllara sahip bir fırçası var. Bu yüzden kirpiklerde toplanma yapmıyor. Kirpikleri tel tel ayırıyor. Güzel uzatıyor fakat hacim vermiyor. Eğer zaten hacimli kirpikleriniz varsa ideal olabilir. Kirpikleri ağırlaştırmıyor, sertleştirmiyor ve doğal bir görüntü veriyor. Akma problemi yaşamadım ve kolay çıkıyor.",3,Pozitif
"Kendi kirpik yapım kısa, düz ve yoğunluğu az olduğu için maskara tercihlerimi genelde hacim verici ve kıvrım yapabilenlerden tercih ediyorum.Ürünü ilk kullandığımda yapısal olarak aşırı ıslak olmaması beni cezbetti, maskarada ıslak tercih etmiyorum çoğu zaman. Kolay kuruması ikinci katı sürerken çok az da olsa zorluk çıkarabiliyor. Hacim ve renk yoğunluğu konusunda başarılı, topaklanma sorunu olmuyor, gün boyu sıkıntı yaşamadan göz altında herhangi bir dökülme olmadan tamamlaya biliyorum. Günlük makyajlarda iyi tercihlerden birisi olabilir. Ürünü sürerken fırça yoğunluğu hacim vermeye yönelik olduğu için kirpik birleşmesine sebep olabiliyor ama çok uğraştırmadan istediğiniz şekle getirebiliyorsunuz.",4,Pozitif
Daha önce de kullandığım bir üründü. Maybelline Newyork'un lash sensational maskarasını kullanıyorum şuan. Oldukça da memnunum ancak bunu da beğenerek kullanıyorum. Oldukça siyah ve hacım veriyor. Sadece ilk kullanırken fazla ıslak / sıvı. Ancak bu her maskara da böyle nerdeyse. Ben memnun kaldım yine alıp kullanabileceğim bir maskara. Sadece çok kolay akıyor çıkıyor. Waterproof değil. Günlük kullanımda ideal ancak yaz aylarında olmayabilir,4,Pozitif
"benim kirpiklerim zaten çok uzun=)) hani ne sürsem güzel oluyor, şu zaman kadar da çok maskara kullandım, bu ürün A101, Bim'de felan da satılıyor o sebeple çok beğeniyorum, uygun fiyata da bulunabilen kaliteli bir maskara, uzunlutan yana sıkıntım olmasa da daha hacimli olunca kirpklerimi daha da seviyorum, bu maskarada da istediğim hacmi yakaladım, günlük kullanım için süper bence. Tonlarca para vermektense alınıp rahat rahat kullanılır.",4,Pozitif
Bu maskarayi daha once bir arkadasimdan kullanmistim ve gercekten etkisine bayilmistim. Bu kutuda da görünce hemen siparis etmek istedim. Fiyat gayet uygun. Etkisi ise tartisilmaz. Kirpikler üzerinde inanilmaz bir hacim yaratiyor. 9 kat surmeme gerek bile kalmadi. Tek surmede inanilmaz bir etki. Ayrica ben bugun kullandim ve sadece sicak su yardimiyla sildim.  Gercekten sevdim ve simdi benim de bir tane oldugu icin mutlugum.,4,Pozitif
